id,url,year,month,collapse,new_name
34,https://ksp.bip.policja.gov.pl/download/25/122779/Bojkaipobiciepazdziernik2020.xls,2020,10,0,data_2020_10.xls
35,https://ksp.bip.policja.gov.pl/download/25/122793/Bojkaipobicielistopad2020.xls,2020,11,0,data_2020_11.xls
36,https://ksp.bip.policja.gov.pl/download/25/122938/Bojkaipobiciegrudzien2020.xls,2020,12,0,data_2020_12.xls
37,https://ksp.bip.policja.gov.pl/download/25/123344/Bojkaipobiciestyczen2021r.xlsx,2021,1,0,data_2021_1.xlsx
38,https://ksp.bip.policja.gov.pl/download/25/123358/Bojkaipobicieluty2021r.xls,2021,2,0,data_2021_2.xls
39,https://ksp.bip.policja.gov.pl/download/25/124163/Bojkaipobiciemarzec2021r.xls,2021,3,0,data_2021_3.xls
40,https://ksp.bip.policja.gov.pl/download/25/124178/Bojkaipobiciekwiecien2021r.xls,2021,4,0,data_2021_4.xls
41,https://ksp.bip.policja.gov.pl/download/25/124587/Bojkaipobiciemaj2021r.xls,2021,5,0,data_2021_5.xls
42,https://ksp.bip.policja.gov.pl/download/25/124971/Bojkaipobicieczerwiec2021r.xlsx,2021,6,0,data_2021_6.xlsx
43,https://ksp.bip.policja.gov.pl/download/25/125165/Bojkaipobicielipiec2021r.xls,2021,7,0,data_2021_7.xls
44,https://ksp.bip.policja.gov.pl/download/25/125523/Bojkaipobiciesierpien2021r.xls,2021,8,0,data_2021_8.xls
45,https://ksp.bip.policja.gov.pl/download/25/125851/Bojkaipobiciewrzesien2021r.xlsx,2021,9,0,data_2021_9.xlsx
46,https://ksp.bip.policja.gov.pl/download/25/126164/Bojkaipobiciepazdziernik2021r.xls,2021,10,0,data_2021_10.xls
47,https://ksp.bip.policja.gov.pl/download/25/126323/Bojkaipobicielistopad2021r.xlsx,2021,11,0,data_2021_11.xlsx
48,https://ksp.bip.policja.gov.pl/download/25/126694/Bojkaipobiciegrudzien2021r.xlsx,2021,12,0,data_2021_12.xlsx
49,https://ksp.bip.policja.gov.pl/download/25/127214/Bojkaipobiciestyczen2022r.xls,2022,1,0,data_2022_1.xls
50,https://ksp.bip.policja.gov.pl/download/25/127572/Bojkaipobicieluty2022r.xls,2022,2,0,data_2022_2.xls
51,https://ksp.bip.policja.gov.pl/download/25/127995/Bojkaipobiciemarzec2022r.xls,2022,3,0,data_2022_3.xls
52,https://ksp.bip.policja.gov.pl/download/25/129216/Bojkaipobiciekwiecien2022r.xlsx,2022,4,0,data_2022_4.xlsx
